country,nuts_3,cases,cases/100k pop.,percent,deaths,intensive_care,datetime
SE,Dalarna,8,3.0,0.0,0,,2020-03-18T14:20:00
SE,Blekinge,11,7.0,1.0,0,,2020-03-18T14:20:00
SE,Gävleborg,13,5.0,1.0,0,,2020-03-18T14:20:00
SE,Västernorrland,13,5.0,1.0,0,,2020-03-18T14:20:00
SE,Kronoberg,16,8.0,1.0,0,,2020-03-18T14:20:00
SE,Västmanland,18,7.0,1.0,0,,2020-03-18T14:20:00
SE,Västerbotten,19,7.0,1.0,0,,2020-03-18T14:20:00
SE,Jämtland Härjedalen,22,17.0,2.0,0,,2020-03-18T14:20:00
SE,Örebro,23,8.0,2.0,0,,2020-03-18T14:20:00
SE,Värmland,34,12.0,3.0,0,,2020-03-18T14:20:00
SE,Södermanland,37,12.0,3.0,0,,2020-03-18T14:20:00
SE,Jönköping,44,12.0,3.0,0,,2020-03-18T14:20:00
SE,Halland,46,14.0,4.0,0,,2020-03-18T14:20:00
SE,Östergötland,52,11.0,4.0,0,,2020-03-18T14:20:00
SE,Uppsala,52,14.0,4.0,0,,2020-03-18T14:20:00
SE,Västra Götaland,199,12.0,16.0,0,,2020-03-18T14:20:00
SE,Skåne,209,15.0,16.0,0,,2020-03-18T14:20:00
SE,Stockholm,446,19.0,35.0,0,,2020-03-18T14:20:00
SE,Gotland,3,5.0,0.0,0,,2020-03-19T14:30:00
SE,Kalmar,7,3.0,1.0,0,,2020-03-19T14:30:00
SE,Norrbotten,8,3.0,1.0,0,,2020-03-19T14:30:00
SE,Dalarna,8,3.0,1.0,0,,2020-03-19T14:30:00
SE,Blekinge,11,7.0,1.0,0,,2020-03-19T14:30:00
SE,Västernorrland,14,6.0,1.0,0,,2020-03-19T14:30:00
SE,Gävleborg,15,5.0,1.0,0,,2020-03-19T14:30:00
SE,Kronoberg,18,9.0,1.0,0,,2020-03-19T14:30:00
SE,Västmanland,18,7.0,1.0,0,,2020-03-19T14:30:00
SE,Västerbotten,23,8.0,2.0,0,,2020-03-19T14:30:00
SE,Jämtland Härjedalen,24,18.0,2.0,0,,2020-03-19T14:30:00
SE,Örebro,27,9.0,2.0,0,,2020-03-19T14:30:00
SE,Värmland,36,13.0,3.0,0,,2020-03-19T14:30:00
SE,Södermanland,38,13.0,3.0,0,,2020-03-19T14:30:00
SE,Jönköping,46,13.0,3.0,0,,2020-03-19T14:30:00
SE,Halland,48,14.0,2.0,0,,2020-03-19T14:30:00
SE,Uppsala,67,17.0,5.0,0,,2020-03-19T14:30:00
SE,Östergötland,88,19.0,6.0,0,,2020-03-19T14:30:00
SE,Västra Götaland,207,12.0,15.0,0,,2020-03-19T14:30:00
SE,Skåne,216,16.0,15.0,0,,2020-03-19T14:30:00
SE,Stockholm,501,21.0,35.0,0,,2020-03-19T14:30:00
SE,Gotland,5,8.0,0.0,0,,2020-03-20T14:00:00
SE,Norrbotten,9,4.0,1.0,0,,2020-03-20T14:00:00
SE,Kalmar,9,4.0,1.0,0,,2020-03-20T14:00:00
SE,Dalarna,11,4.0,1.0,0,,2020-03-20T14:00:00
SE,Blekinge,12,8.0,1.0,0,,2020-03-20T14:00:00
SE,Västernorrland,15,6.0,1.0,0,,2020-03-20T14:00:00
SE,Gävleborg,17,6.0,1.0,0,,2020-03-20T14:00:00
SE,Kronoberg,18,9.0,1.0,0,,2020-03-20T14:00:00
SE,Västmanland,19,7.0,1.0,0,,2020-03-20T14:00:00
SE,Jämtland Härjedalen,27,21.0,2.0,0,,2020-03-20T14:00:00
SE,Västerbotten,27,10.0,2.0,0,,2020-03-20T14:00:00
SE,Örebro,33,11.0,2.0,0,,2020-03-20T14:00:00
SE,Värmland,36,13.0,2.0,0,,2020-03-20T14:00:00
SE,Södermanland,43,14.0,3.0,0,,2020-03-20T14:00:00
SE,Jönköping,48,13.0,3.0,0,,2020-03-20T14:00:00
SE,Halland,51,15.0,3.0,0,,2020-03-20T14:00:00
SE,Uppsala,73,19.0,4.0,0,,2020-03-20T14:00:00
SE,Östergötland,116,25.0,7.0,0,,2020-03-20T14:00:00
SE,Skåne,220,16.0,14.0,0,,2020-03-20T14:00:00
SE,Västra Götaland,228,13.0,14.0,0,,2020-03-20T14:00:00
SE,Stockholm,606,25.0,37.0,0,,2020-03-20T14:00:00
SE,Gotland,5,8.0,0.0,0,,2020-03-21T13:30:00
SE,Kalmar,10,4.0,1.0,0,,2020-03-21T13:30:00
SE,Blekinge,12,8.0,1.0,0,,2020-03-21T13:30:00
SE,Norrbotten,13,5.0,1.0,0,,2020-03-21T13:30:00
SE,Västernorrland,15,6.0,1.0,0,,2020-03-21T13:30:00
SE,Dalarna,16,6.0,1.0,0,,2020-03-21T13:30:00
SE,Kronoberg,18,9.0,1.0,0,,2020-03-21T13:30:00
SE,Gävleborg,20,7.0,1.0,0,,2020-03-21T13:30:00
SE,Västmanland,21,8.0,1.0,0,,2020-03-21T13:30:00
SE,Västerbotten,29,11.0,2.0,0,,2020-03-21T13:30:00
SE,Jämtland Härjedalen,30,23.0,2.0,0,,2020-03-21T13:30:00
SE,Värmland,37,13.0,2.0,0,,2020-03-21T13:30:00
SE,Örebro,41,13.0,2.0,0,,2020-03-21T13:30:00
SE,Södermanland,47,16.0,3.0,0,,2020-03-21T13:30:00
SE,Jönköping,51,14.0,3.0,0,,2020-03-21T13:30:00
SE,Halland,55,16.0,3.0,0,,2020-03-21T13:30:00
SE,Uppsala,74,19.0,4.0,0,,2020-03-21T13:30:00
SE,Östergötland,126,27.0,7.0,0,,2020-03-21T13:30:00
SE,Skåne,223,16.0,13.0,0,,2020-03-21T13:30:00
SE,Västra Götaland,242,14.0,14.0,0,,2020-03-21T13:30:00
SE,Stockholm,661,28.0,38.0,0,,2020-03-21T13:30:00
SE,Gotland,5,8.0,0.0,0,,2020-03-22T14:00:00
SE,Kalmar,11,4.0,1.0,0,,2020-03-22T14:00:00
SE,Blekinge,12,8.0,1.0,0,,2020-03-22T14:00:00
SE,Västernorrland,15,6.0,1.0,0,,2020-03-22T14:00:00
SE,Dalarna,16,6.0,1.0,0,,2020-03-22T14:00:00
SE,Norrbotten,16,6.0,1.0,0,,2020-03-22T14:00:00
SE,Kronoberg,18,9.0,1.0,0,,2020-03-22T14:00:00
SE,Västmanland,21,8.0,1.0,0,,2020-03-22T14:00:00
SE,Gävleborg,24,8.0,1.0,0,,2020-03-22T14:00:00
SE,Västerbotten,29,11.0,2.0,0,,2020-03-22T14:00:00
SE,Värmland,39,14.0,2.0,0,,2020-03-22T14:00:00
SE,Jämtland Härjedalen,40,31.0,2.0,0,,2020-03-22T14:00:00
SE,Örebro,42,14.0,2.0,0,,2020-03-22T14:00:00
SE,Södermanland,53,18.0,3.0,0,,2020-03-22T14:00:00
SE,Jönköping,55,15.0,3.0,0,,2020-03-22T14:00:00
SE,Halland,58,17.0,3.0,0,,2020-03-22T14:00:00
SE,Uppsala,77,20.0,4.0,0,,2020-03-22T14:00:00
SE,Östergötland,137,29.0,7.0,0,,2020-03-22T14:00:00
SE,Skåne,228,17.0,12.0,0,,2020-03-22T14:00:00
SE,Västra Götaland,250,14.0,13.0,0,,2020-03-22T14:00:00
SE,Stockholm,760,32.0,40.0,0,,2020-03-22T14:00:00
SE,Gotland,5,8.0,0.0,0,,2020-03-23T14:00:00
SE,Blekinge,12,8.0,1.0,0,,2020-03-23T14:00:00
SE,Kalmar,12,5.0,1.0,0,,2020-03-23T14:00:00
SE,Västernorrland,15,6.0,1.0,0,,2020-03-23T14:00:00
SE,Dalarna,17,6.0,1.0,0,,2020-03-23T14:00:00
SE,Norrbotten,17,7.0,1.0,0,,2020-03-23T14:00:00
SE,Kronoberg,18,9.0,1.0,0,,2020-03-23T14:00:00
SE,Västmanland,23,8.0,1.0,0,,2020-03-23T14:00:00
SE,Gävleborg,24,8.0,1.0,0,,2020-03-23T14:00:00
SE,Västerbotten,30,11.0,1.0,0,,2020-03-23T14:00:00
SE,Värmland,39,14.0,2.0,0,,2020-03-23T14:00:00
SE,Örebro,42,14.0,2.0,0,,2020-03-23T14:00:00
SE,Jämtland Härjedalen,49,37.0,2.0,0,,2020-03-23T14:00:00
SE,Jönköping,56,15.0,3.0,0,,2020-03-23T14:00:00
SE,Halland,59,18.0,3.0,0,,2020-03-23T14:00:00
SE,Södermanland,64,22.0,3.0,0,,2020-03-23T14:00:00
SE,Uppsala,82,21.0,4.0,0,,2020-03-23T14:00:00
SE,Östergötland,151,32.0,7.0,0,,2020-03-23T14:00:00
SE,Skåne,231,17.0,11.0,0,,2020-03-23T14:00:00
SE,Västra Götaland,254,15.0,13.0,0,,2020-03-23T14:00:00
SE,Stockholm,816,34.0,40.0,0,,2020-03-23T14:00:00
SE,Gotland,5,8.0,0.0,0,,2020-03-24T14:00:00
SE,Blekinge,12,8.0,1.0,0,,2020-03-24T14:00:00
SE,Kalmar,15,6.0,1.0,0,,2020-03-24T14:00:00
SE,Västernorrland,17,7.0,1.0,0,,2020-03-24T14:00:00
SE,Kronoberg,18,9.0,1.0,0,,2020-03-24T14:00:00
SE,Västmanland,24,9.0,1.0,0,,2020-03-24T14:00:00
SE,Norrbotten,25,10.0,1.0,0,,2020-03-24T14:00:00
SE,Gävleborg,27,9.0,1.0,0,,2020-03-24T14:00:00
SE,Dalarna,30,10.0,1.0,0,,2020-03-24T14:00:00
SE,Västerbotten,30,11.0,1.0,0,,2020-03-24T14:00:00
SE,Värmland,42,15.0,2.0,0,,2020-03-24T14:00:00
SE,Örebro,48,16.0,2.0,0,,2020-03-24T14:00:00
SE,Jämtland Härjedalen,55,42.0,2.0,0,,2020-03-24T14:00:00
SE,Jönköping,59,16.0,3.0,0,,2020-03-24T14:00:00
SE,Halland,63,19.0,3.0,0,,2020-03-24T14:00:00
SE,Södermanland,66,22.0,3.0,0,,2020-03-24T14:00:00
SE,Uppsala,93,24.0,4.0,0,,2020-03-24T14:00:00
SE,Östergötland,181,39.0,8.0,0,,2020-03-24T14:00:00
SE,Skåne,238,17.0,10.0,0,,2020-03-24T14:00:00
SE,Västra Götaland,265,15.0,12.0,0,,2020-03-24T14:00:00
SE,Stockholm,959,40.0,42.0,0,,2020-03-24T14:00:00
SE,Gotland,5,8.0,0.0,0,,2020-03-25T14:00:00
SE,Blekinge,12,8.0,0.0,0,,2020-03-25T14:00:00
SE,Kalmar,17,7.0,1.0,0,,2020-03-25T14:00:00
SE,Västernorrland,19,8.0,1.0,0,,2020-03-25T14:00:00
SE,Kronoberg,19,9.0,1.0,0,,2020-03-25T14:00:00
SE,Västmanland,29,11.0,1.0,0,,2020-03-25T14:00:00
SE,Norrbotten,30,12.0,1.0,0,,2020-03-25T14:00:00
SE,Gävleborg,32,11.0,1.0,0,,2020-03-25T14:00:00
SE,Västerbotten,33,12.0,1.0,0,,2020-03-25T14:00:00
SE,Dalarna,40,14.0,2.0,0,,2020-03-25T14:00:00
SE,Värmland,45,16.0,2.0,0,,2020-03-25T14:00:00
SE,Örebro,58,19.0,2.0,0,,2020-03-25T14:00:00
SE,Jämtland Härjedalen,59,45.0,2.0,0,,2020-03-25T14:00:00
SE,Jönköping,65,18.0,3.0,0,,2020-03-25T14:00:00
SE,Halland,66,20.0,3.0,0,,2020-03-25T14:00:00
SE,Södermanland,85,29.0,3.0,0,,2020-03-25T14:00:00
SE,Uppsala,102,27.0,4.0,0,,2020-03-25T14:00:00
SE,Östergötland,203,44.0,8.0,0,,2020-03-25T14:00:00
SE,Skåne,246,18.0,10.0,0,,2020-03-25T14:00:00
SE,Västra Götaland,275,16.0,11.0,0,,2020-03-25T14:00:00
SE,Stockholm,1070,45.0,43.0,0,,2020-03-25T14:00:00
SE,Gotland,5,8.0,0.0,0,,2020-03-26T14:00:00
SE,Blekinge,15,9.0,1.0,0,,2020-03-26T14:00:00
SE,Kalmar,19,8.0,1.0,0,,2020-03-26T14:00:00
SE,Kronoberg,20,10.0,1.0,0,,2020-03-26T14:00:00
SE,Västernorrland,21,9.0,1.0,0,,2020-03-26T14:00:00
SE,Västmanland,31,11.0,1.0,0,,2020-03-26T14:00:00
SE,Norrbotten,35,14.0,1.0,0,,2020-03-26T14:00:00
SE,Västerbotten,37,14.0,1.0,0,,2020-03-26T14:00:00
SE,Gävleborg,39,14.0,1.0,0,,2020-03-26T14:00:00
SE,Värmland,45,16.0,2.0,0,,2020-03-26T14:00:00
SE,Dalarna,52,18.0,2.0,0,,2020-03-26T14:00:00
SE,Jämtland Härjedalen,60,46.0,2.0,0,,2020-03-26T14:00:00
SE,Örebro,66,22.0,2.0,0,,2020-03-26T14:00:00
SE,Halland,70,21.0,2.0,0,,2020-03-26T14:00:00
SE,Jönköping,70,19.0,2.0,0,,2020-03-26T14:00:00
SE,Södermanland,114,38.0,4.0,0,,2020-03-26T14:00:00
SE,Uppsala,117,30.0,4.0,0,,2020-03-26T14:00:00
SE,Östergötland,221,47.0,8.0,0,,2020-03-26T14:00:00
SE,Skåne,256,19.0,9.0,0,,2020-03-26T14:00:00
SE,Västra Götaland,297,17.0,11.0,0,,2020-03-26T14:00:00
SE,Stockholm,1216,51.0,43.0,0,,2020-03-26T14:00:00
SE,Gotland,9,15.0789127349854,,0,0,2020-03-27T00:00:00
SE,Blekinge,15,9.39814281463623,,0,0,2020-03-27T00:00:00
SE,Kronoberg,22,10.9197940826416,,0,0,2020-03-27T00:00:00
SE,Västernorrland,25,10.1896495819092,,0,2,2020-03-27T00:00:00
SE,Kalmar,25,10.185540199279801,,1,0,2020-03-27T00:00:00
SE,Västmanland,38,13.7758522033691,,0,5,2020-03-27T00:00:00
SE,Norrbotten,39,15.594199180603,,1,5,2020-03-27T00:00:00
SE,Västerbotten,40,14.7201700210571,,0,3,2020-03-27T00:00:00
SE,Gävleborg,44,15.310631752014197,,0,4,2020-03-27T00:00:00
SE,Värmland,45,15.934054374694801,,1,3,2020-03-27T00:00:00
SE,Dalarna,61,21.1830558776855,,2,7,2020-03-27T00:00:00
SE,Örebro,68,22.3093452453613,,0,5,2020-03-27T00:00:00
SE,Jämtland Härjedalen,68,51.983795166015604,,0,0,2020-03-27T00:00:00
SE,Halland,78,23.3639259338379,,1,3,2020-03-27T00:00:00
SE,Jönköping,79,21.727231979370103,,2,7,2020-03-27T00:00:00
SE,Sörmland,126,42.3472480773926,,9,20,2020-03-27T00:00:00
SE,Uppsala,129,33.6188774108887,,3,8,2020-03-27T00:00:00
SE,Östergötland,244,52.417320251464794,,4,16,2020-03-27T00:00:00
SE,Skåne,263,19.0880279541016,,4,9,2020-03-27T00:00:00
SE,Västra Götaland,317,18.367431640625,,4,20,2020-03-27T00:00:00
SE,Stockholm,1311,55.151676177978494,,60,92,2020-03-27T00:00:00
SE,Gotland,9,15.0789127349854,,0,0,2020-03-27T01:00:00
SE,Blekinge,15,9.39814281463623,,0,0,2020-03-27T01:00:00
SE,Kronoberg,22,10.9197940826416,,0,0,2020-03-27T01:00:00
SE,Västernorrland,25,10.1896495819092,,0,2,2020-03-27T01:00:00
SE,Kalmar,25,10.185540199279801,,1,0,2020-03-27T01:00:00
SE,Västmanland,38,13.7758522033691,,0,5,2020-03-27T01:00:00
SE,Norrbotten,39,15.594199180603,,1,5,2020-03-27T01:00:00
SE,Västerbotten,40,14.7201700210571,,0,3,2020-03-27T01:00:00
SE,Gävleborg,44,15.310631752014197,,0,4,2020-03-27T01:00:00
SE,Värmland,45,15.934054374694801,,1,3,2020-03-27T01:00:00
SE,Dalarna,61,21.1830558776855,,2,7,2020-03-27T01:00:00
SE,Örebro,68,22.3093452453613,,0,5,2020-03-27T01:00:00
SE,Jämtland Härjedalen,68,51.983795166015604,,0,0,2020-03-27T01:00:00
SE,Halland,78,23.3639259338379,,1,3,2020-03-27T01:00:00
SE,Jönköping,79,21.727231979370103,,2,7,2020-03-27T01:00:00
SE,Sörmland,126,42.3472480773926,,9,20,2020-03-27T01:00:00
SE,Uppsala,129,33.6188774108887,,3,8,2020-03-27T01:00:00
SE,Östergötland,244,52.417320251464794,,4,16,2020-03-27T01:00:00
SE,Skåne,263,19.0880279541016,,4,9,2020-03-27T01:00:00
SE,Västra Götaland,317,18.367431640625,,4,20,2020-03-27T01:00:00
SE,Stockholm,1311,55.151676177978494,,60,92,2020-03-27T01:00:00
SE,Gotland,11,18.4297828674316,,0,0,2020-03-28T00:00:00
SE,Blekinge,15,9.39814281463623,,0,1,2020-03-28T00:00:00
SE,Kronoberg,23,11.41614818573,,0,0,2020-03-28T00:00:00
SE,Västernorrland,25,10.1896495819092,,0,2,2020-03-28T00:00:00
SE,Kalmar,28,11.4078044891357,,1,1,2020-03-28T00:00:00
SE,Västerbotten,42,15.4561777114868,,0,5,2020-03-28T00:00:00
SE,Norrbotten,42,16.7937526702881,,1,7,2020-03-28T00:00:00
SE,Värmland,46,16.2881450653076,,1,3,2020-03-28T00:00:00
SE,Västmanland,46,16.676031112670902,,0,7,2020-03-28T00:00:00
SE,Gävleborg,53,18.4423522949219,,0,4,2020-03-28T00:00:00
SE,Jämtland Härjedalen,71,54.277194976806605,,0,0,2020-03-28T00:00:00
SE,Örebro,75,24.605895996093803,,0,6,2020-03-28T00:00:00
SE,Dalarna,76,26.3920040130615,,4,8,2020-03-28T00:00:00
SE,Halland,81,24.2625389099121,,1,3,2020-03-28T00:00:00
SE,Jönköping,94,25.8526554107666,,3,9,2020-03-28T00:00:00
SE,Uppsala,149,38.8311042785645,,3,9,2020-03-28T00:00:00
SE,Sörmland,159,53.438194274902294,,11,21,2020-03-28T00:00:00
SE,Skåne,271,19.6686515808105,,6,10,2020-03-28T00:00:00
SE,Östergötland,272,58.4324226379395,,4,18,2020-03-28T00:00:00
SE,Västra Götaland,330,19.120670318603498,,4,25,2020-03-28T00:00:00
SE,Stockholm,1538,64.70120239257811,,63,100,2020-03-28T00:00:00
SE,Gotland,11,18.4297828674316,,0,0,2020-03-29T00:00:00
SE,Blekinge,17,10.6512289047241,,0,1,2020-03-29T00:00:00
SE,Västernorrland,27,11.0048217773438,,0,2,2020-03-29T00:00:00
SE,Kronoberg,27,13.4015655517578,,0,0,2020-03-29T00:00:00
SE,Kalmar,30,12.2226476669312,,1,1,2020-03-29T00:00:00
SE,Norrbotten,44,17.593454360961896,,1,7,2020-03-29T00:00:00
SE,Västerbotten,47,17.296199798584002,,0,5,2020-03-29T00:00:00
SE,Västmanland,47,17.038555145263697,,0,8,2020-03-29T00:00:00
SE,Värmland,48,16.9963245391846,,1,3,2020-03-29T00:00:00
SE,Gävleborg,66,22.9659481048584,,0,4,2020-03-29T00:00:00
SE,Örebro,77,25.2620525360107,,0,5,2020-03-29T00:00:00
SE,Jämtland Härjedalen,77,58.8640022277832,,0,0,2020-03-29T00:00:00
SE,Dalarna,82,28.4755840301514,,4,8,2020-03-29T00:00:00
SE,Halland,87,26.0597629547119,,1,3,2020-03-29T00:00:00
SE,Jönköping,103,28.3279113769531,,6,9,2020-03-29T00:00:00
SE,Uppsala,156,40.6553840637207,,3,9,2020-03-29T00:00:00
SE,Sörmland,160,53.7742805480957,,11,24,2020-03-29T00:00:00
SE,Skåne,275,19.958965301513697,,7,12,2020-03-29T00:00:00
SE,Östergötland,311,66.8106002807617,,4,19,2020-03-29T00:00:00
SE,Västra Götaland,351,20.337438583374,,4,26,2020-03-29T00:00:00
SE,Stockholm,1657,69.7073440551758,,67,109,2020-03-29T00:00:00
SE,Gotland,11,18.4297828674316,,0,0,2020-03-30T00:00:00
SE,Blekinge,20,12.5308570861816,,0,1,2020-03-30T00:00:00
SE,Kronoberg,30,14.890627861022999,,0,0,2020-03-30T00:00:00
SE,Västernorrland,31,12.6351661682129,,0,3,2020-03-30T00:00:00
SE,Kalmar,31,12.630069732666,,1,1,2020-03-30T00:00:00
SE,Norrbotten,47,18.7930088043213,,1,8,2020-03-30T00:00:00
SE,Västerbotten,48,17.664203643798803,,0,5,2020-03-30T00:00:00
SE,Värmland,49,17.350414276123,,1,3,2020-03-30T00:00:00
SE,Västmanland,70,25.3765697479248,,2,10,2020-03-30T00:00:00
SE,Gävleborg,75,26.0976676940918,,1,6,2020-03-30T00:00:00
SE,Jämtland Härjedalen,77,58.8640022277832,,0,1,2020-03-30T00:00:00
SE,Dalarna,82,28.4755840301514,,7,8,2020-03-30T00:00:00
SE,Örebro,86,28.2147598266602,,0,7,2020-03-30T00:00:00
SE,Halland,89,26.658838272094698,,6,3,2020-03-30T00:00:00
SE,Jönköping,109,29.9780807495117,,8,10,2020-03-30T00:00:00
SE,Uppsala,160,41.6978302001953,,3,11,2020-03-30T00:00:00
SE,Sörmland,203,68.2261199951172,,12,27,2020-03-30T00:00:00
SE,Skåne,279,20.2492771148682,,7,13,2020-03-30T00:00:00
SE,Östergötland,353,75.833251953125,,5,23,2020-03-30T00:00:00
SE,Västra Götaland,372,21.554208755493196,,4,35,2020-03-30T00:00:00
SE,Stockholm,1806,75.9755325317383,,88,131,2020-03-30T00:00:00
SE,Gotland,11,18.4297828674316,,0,0,2020-03-31T00:00:00
SE,Blekinge,21,13.1574001312256,,0,1,2020-03-31T00:00:00
SE,Kalmar,34,13.852334022522,,1,2,2020-03-31T00:00:00
SE,Kronoberg,34,16.8760452270508,,0,0,2020-03-31T00:00:00
SE,Västernorrland,46,18.7489547729492,,0,3,2020-03-31T00:00:00
SE,Värmland,50,17.7045040130615,,1,3,2020-03-31T00:00:00
SE,Norrbotten,51,20.392414093017603,,1,9,2020-03-31T00:00:00
SE,Västerbotten,55,20.2402324676514,,0,5,2020-03-31T00:00:00
SE,Västmanland,79,28.639272689819304,,2,10,2020-03-31T00:00:00
SE,Jämtland Härjedalen,81,61.921871185302706,,0,1,2020-03-31T00:00:00
SE,Gävleborg,86,29.9253253936768,,2,8,2020-03-31T00:00:00
SE,Halland,96,28.755601882934602,,7,6,2020-03-31T00:00:00
SE,Dalarna,97,33.6845321655273,,9,9,2020-03-31T00:00:00
SE,Örebro,109,35.760566711425795,,1,8,2020-03-31T00:00:00
SE,Jönköping,126,34.6535606384277,,9,11,2020-03-31T00:00:00
SE,Uppsala,183,47.69189453125,,6,11,2020-03-31T00:00:00
SE,Sörmland,239,80.32533264160159,,18,34,2020-03-31T00:00:00
SE,Skåne,283,20.5395889282227,,8,14,2020-03-31T00:00:00
SE,Östergötland,376,80.77423095703129,,6,26,2020-03-31T00:00:00
SE,Västra Götaland,399,23.118627548217802,,6,39,2020-03-31T00:00:00
SE,Stockholm,1979,83.2533645629883,,103,158,2020-03-31T00:00:00
SE,Gotland,11,18.4297828674316,,0,0,2020-04-01T00:00:00
SE,Blekinge,22,13.783943176269501,,1,1,2020-04-01T00:00:00
SE,Kalmar,38,15.4820203781128,,1,2,2020-04-01T00:00:00
SE,Kronoberg,39,19.357816696167,,0,0,2020-04-01T00:00:00
SE,Värmland,50,17.7045040130615,,1,3,2020-04-01T00:00:00
SE,Västernorrland,55,22.4172286987305,,1,4,2020-04-01T00:00:00
SE,Norrbotten,59,23.5912246704102,,1,9,2020-04-01T00:00:00
SE,Västerbotten,63,23.184267044067397,,0,5,2020-04-01T00:00:00
SE,Jämtland Härjedalen,82,62.6863403320313,,0,1,2020-04-01T00:00:00
SE,Västmanland,88,31.901973724365202,,2,10,2020-04-01T00:00:00
SE,Gävleborg,101,35.1448593139648,,4,9,2020-04-01T00:00:00
SE,Halland,101,30.253288269043,,7,6,2020-04-01T00:00:00
SE,Örebro,117,38.385196685791,,1,7,2020-04-01T00:00:00
SE,Dalarna,118,40.977058410644496,,9,9,2020-04-01T00:00:00
SE,Jönköping,142,39.054012298584,,10,11,2020-04-01T00:00:00
SE,Uppsala,194,50.558620452880895,,7,14,2020-04-01T00:00:00
SE,Sörmland,276,92.7606353759766,,24,37,2020-04-01T00:00:00
SE,Skåne,291,21.1202125549316,,8,16,2020-04-01T00:00:00
SE,Västra Götaland,427,24.74098777771,,6,44,2020-04-01T00:00:00
SE,Östergötland,449,96.4564590454102,,8,28,2020-04-01T00:00:00
SE,Stockholm,2224,93.5601272583008,,148,177,2020-04-01T00:00:00
SE,Gotland,12,20.1052169799805,,0,0,2020-04-02T00:00:00
SE,Blekinge,27,16.9166564941406,,1,1,2020-04-02T00:00:00
SE,Kronoberg,40,19.854171752929698,,0,0,2020-04-02T00:00:00
SE,Kalmar,42,17.1117076873779,,1,2,2020-04-02T00:00:00
SE,Värmland,52,18.412685394287102,,1,3,2020-04-02T00:00:00
SE,Västernorrland,57,23.232400894165,,2,4,2020-04-02T00:00:00
SE,Norrbotten,66,26.390182495117198,,1,9,2020-04-02T00:00:00
