country,nuts_2,cases,deaths,datetime
PL,lubelskie,28.0,1,2020-03-20T00:00:00
PL,śląskie,46.0,0,2020-03-20T00:00:00
PL,łódzkie,57.0,0,2020-03-20T00:00:00
PL,dolnośląskie,58.0,2,2020-03-20T00:00:00
PL,mazowieckie,107.0,0,2020-03-20T00:00:00
PL,podlaskie,5.0,0,2020-03-21T00:00:00
PL,świętokrzyskie,7.0,0,2020-03-21T00:00:00
PL,lubuskie,9.0,0,2020-03-21T00:00:00
PL,opolskie,10.0,0,2020-03-21T00:00:00
PL,zachodniopomorskie,10.0,0,2020-03-21T00:00:00
PL,pomorskie,14.0,0,2020-03-21T00:00:00
PL,małopolskie,16.0,0,2020-03-21T00:00:00
PL,kujawsko-pomorskie,18.0,0,2020-03-21T00:00:00
PL,warmińsko-mazurskie,20.0,0,2020-03-21T00:00:00
PL,podkarpackie,25.0,1,2020-03-21T00:00:00
PL,wielkopolskie,31.0,1,2020-03-21T00:00:00
PL,lubelskie,31.0,1,2020-03-21T00:00:00
PL,śląskie,56.0,0,2020-03-21T00:00:00
PL,dolnośląskie,66.0,2,2020-03-21T00:00:00
PL,łódzkie,91.0,0,2020-03-21T00:00:00
PL,mazowieckie,127.0,0,2020-03-21T00:00:00
PL,podlaskie,6.0,0,2020-03-22T00:00:00
PL,świętokrzyskie,7.0,0,2020-03-22T00:00:00
PL,lubuskie,11.0,0,2020-03-22T00:00:00
PL,zachodniopomorskie,12.0,0,2020-03-22T00:00:00
PL,opolskie,14.0,0,2020-03-22T00:00:00
PL,pomorskie,17.0,0,2020-03-22T00:00:00
PL,kujawsko-pomorskie,18.0,0,2020-03-22T00:00:00
PL,warmińsko-mazurskie,22.0,0,2020-03-22T00:00:00
PL,małopolskie,24.0,0,2020-03-22T00:00:00
PL,podkarpackie,29.0,1,2020-03-22T00:00:00
PL,wielkopolskie,36.0,2,2020-03-22T00:00:00
PL,lubelskie,39.0,1,2020-03-22T00:00:00
PL,śląskie,66.0,0,2020-03-22T00:00:00
PL,dolnośląskie,79.0,2,2020-03-22T00:00:00
PL,łódzkie,106.0,0,2020-03-22T00:00:00
PL,mazowieckie,147.0,1,2020-03-22T00:00:00
PL,podlaskie,7.0,0,2020-03-23T00:00:00
PL,świętokrzyskie,8.0,0,2020-03-23T00:00:00
PL,lubuskie,16.0,0,2020-03-23T00:00:00
PL,zachodniopomorskie,16.0,0,2020-03-23T00:00:00
PL,opolskie,19.0,0,2020-03-23T00:00:00
PL,kujawsko-pomorskie,21.0,0,2020-03-23T00:00:00
PL,pomorskie,21.0,0,2020-03-23T00:00:00
PL,warmińsko-mazurskie,25.0,0,2020-03-23T00:00:00
PL,podkarpackie,30.0,1,2020-03-23T00:00:00
PL,małopolskie,33.0,0,2020-03-23T00:00:00
PL,wielkopolskie,41.0,2,2020-03-23T00:00:00
PL,lubelskie,48.0,1,2020-03-23T00:00:00
PL,śląskie,77.0,1,2020-03-23T00:00:00
PL,dolnośląskie,101.0,2,2020-03-23T00:00:00
PL,łódzkie,111.0,0,2020-03-23T00:00:00
PL,mazowieckie,175.0,1,2020-03-23T00:00:00
PL,podlaskie,7.0,0,2020-03-24T00:00:00
PL,świętokrzyskie,8.0,0,2020-03-24T00:00:00
PL,lubuskie,21.0,0,2020-03-24T00:00:00
PL,opolskie,21.0,0,2020-03-24T00:00:00
PL,kujawsko-pomorskie,22.0,0,2020-03-24T00:00:00
PL,pomorskie,22.0,0,2020-03-24T00:00:00
PL,zachodniopomorskie,27.0,0,2020-03-24T00:00:00
PL,warmińsko-mazurskie,29.0,0,2020-03-24T00:00:00
PL,podkarpackie,37.0,1,2020-03-24T00:00:00
PL,wielkopolskie,42.0,2,2020-03-24T00:00:00
PL,małopolskie,49.0,0,2020-03-24T00:00:00
PL,lubelskie,54.0,2,2020-03-24T00:00:00
PL,śląskie,87.0,2,2020-03-24T00:00:00
PL,łódzkie,129.0,0,2020-03-24T00:00:00
PL,dolnośląskie,134.0,2,2020-03-24T00:00:00
PL,mazowieckie,212.0,1,2020-03-24T00:00:00
PL,podlaskie,10.0,0,2020-03-25T00:00:00
PL,świętokrzyskie,14.0,1,2020-03-25T00:00:00
PL,lubuskie,20.0,0,2020-03-25T00:00:00
PL,pomorskie,22.0,0,2020-03-25T00:00:00
PL,opolskie,23.0,0,2020-03-25T00:00:00
PL,kujawsko-pomorskie,27.0,0,2020-03-25T00:00:00
PL,zachodniopomorskie,31.0,0,2020-03-25T00:00:00
PL,warmińsko-mazurskie,33.0,0,2020-03-25T00:00:00
PL,podkarpackie,43.0,1,2020-03-25T00:00:00
PL,małopolskie,56.0,0,2020-03-25T00:00:00
PL,wielkopolskie,57.0,2,2020-03-25T00:00:00
PL,lubelskie,63.0,2,2020-03-25T00:00:00
PL,śląskie,107.0,2,2020-03-25T00:00:00
PL,łódzkie,144.0,0,2020-03-25T00:00:00
PL,dolnośląskie,150.0,5,2020-03-25T00:00:00
PL,mazowieckie,251.0,1,2020-03-25T00:00:00
PL,podlaskie,13.0,0,2020-03-26T00:00:00
PL,świętokrzyskie,15.0,1,2020-03-26T00:00:00
PL,opolskie,26.0,0,2020-03-26T00:00:00
PL,pomorskie,28.0,0,2020-03-26T00:00:00
PL,lubuskie,30.0,0,2020-03-26T00:00:00
PL,kujawsko-pomorskie,31.0,0,2020-03-26T00:00:00
PL,zachodniopomorskie,33.0,1,2020-03-26T00:00:00
PL,warmińsko-mazurskie,39.0,0,2020-03-26T00:00:00
PL,podkarpackie,53.0,1,2020-03-26T00:00:00
PL,małopolskie,69.0,0,2020-03-26T00:00:00
PL,wielkopolskie,69.0,2,2020-03-26T00:00:00
PL,lubelskie,74.0,2,2020-03-26T00:00:00
PL,śląskie,127.0,2,2020-03-26T00:00:00
PL,łódzkie,158.0,0,2020-03-26T00:00:00
PL,dolnośląskie,165.0,4,2020-03-26T00:00:00
PL,mazowieckie,291.0,3,2020-03-26T00:00:00
PL,podlaskie,17.0,0,2020-03-27T00:00:00
PL,świętokrzyskie,22.0,1,2020-03-27T00:00:00
PL,opolskie,28.0,0,2020-03-27T00:00:00
PL,lubuskie,31.0,0,2020-03-27T00:00:00
PL,pomorskie,32.0,0,2020-03-27T00:00:00
PL,kujawsko-pomorskie,33.0,0,2020-03-27T00:00:00
PL,zachodniopomorskie,40.0,1,2020-03-27T00:00:00
PL,warmińsko-mazurskie,44.0,0,2020-03-27T00:00:00
PL,podkarpackie,61.0,1,2020-03-27T00:00:00
PL,lubelskie,78.0,2,2020-03-27T00:00:00
PL,wielkopolskie,90.0,2,2020-03-27T00:00:00
PL,małopolskie,93.0,0,2020-03-27T00:00:00
PL,śląskie,141.0,2,2020-03-27T00:00:00
PL,łódzkie,168.0,0,2020-03-27T00:00:00
PL,dolnośląskie,193.0,4,2020-03-27T00:00:00
PL,mazowieckie,318.0,3,2020-03-27T00:00:00
PL,podlaskie,26.0,0,2020-03-28T00:00:00
PL,świętokrzyskie,27.0,1,2020-03-28T00:00:00
PL,opolskie,31.0,0,2020-03-28T00:00:00
PL,lubuskie,33.0,0,2020-03-28T00:00:00
PL,pomorskie,36.0,0,2020-03-28T00:00:00
PL,kujawsko-pomorskie,37.0,0,2020-03-28T00:00:00
PL,warmińsko-mazurskie,46.0,0,2020-03-28T00:00:00
PL,zachodniopomorskie,51.0,1,2020-03-28T00:00:00
PL,podkarpackie,71.0,1,2020-03-28T00:00:00
PL,lubelskie,87.0,3,2020-03-28T00:00:00
PL,wielkopolskie,99.0,2,2020-03-28T00:00:00
PL,małopolskie,112.0,0,2020-03-28T00:00:00
PL,śląskie,165.0,2,2020-03-28T00:00:00
PL,łódzkie,182.0,0,2020-03-28T00:00:00
PL,dolnośląskie,214.0,4,2020-03-28T00:00:00
PL,mazowieckie,421.0,4,2020-03-28T00:00:00
PL,podlaskie,28.0,0,2020-03-29T00:00:00
PL,lubuskie,33.0,0,2020-03-29T00:00:00
PL,świętokrzyskie,34.0,1,2020-03-29T00:00:00
PL,opolskie,43.0,0,2020-03-29T00:00:00
PL,pomorskie,45.0,0,2020-03-29T00:00:00
PL,kujawsko-pomorskie,47.0,0,2020-03-29T00:00:00
PL,warmińsko-mazurskie,56.0,0,2020-03-29T00:00:00
PL,zachodniopomorskie,57.0,1,2020-03-29T00:00:00
PL,podkarpackie,76.0,1,2020-03-29T00:00:00
PL,lubelskie,105.0,3,2020-03-29T00:00:00
PL,wielkopolskie,108.0,2,2020-03-29T00:00:00
PL,małopolskie,150.0,1,2020-03-29T00:00:00
PL,łódzkie,190.0,0,2020-03-29T00:00:00
PL,śląskie,195.0,5,2020-03-29T00:00:00
PL,dolnośląskie,234.0,4,2020-03-29T00:00:00
PL,mazowieckie,461.0,4,2020-03-29T00:00:00
PL,lubuskie,36.0,0,2020-03-30T00:00:00
PL,podlaskie,36.0,0,2020-03-30T00:00:00
PL,świętokrzyskie,37.0,1,2020-03-30T00:00:00
PL,pomorskie,48.0,0,2020-03-30T00:00:00
PL,opolskie,54.0,0,2020-03-30T00:00:00
PL,warmińsko-mazurskie,57.0,0,2020-03-30T00:00:00
PL,zachodniopomorskie,59.0,1,2020-03-30T00:00:00
PL,kujawsko-pomorskie,72.0,0,2020-03-30T00:00:00
PL,podkarpackie,80.0,3,2020-03-30T00:00:00
PL,lubelskie,114.0,4,2020-03-30T00:00:00
PL,wielkopolskie,132.0,3,2020-03-30T00:00:00
PL,małopolskie,174.0,1,2020-03-30T00:00:00
PL,łódzkie,202.0,0,2020-03-30T00:00:00
PL,śląskie,209.0,7,2020-03-30T00:00:00
PL,dolnośląskie,258.0,4,2020-03-30T00:00:00
PL,mazowieckie,487.0,7,2020-03-30T00:00:00
PL,podlaskie,36.0,0,2020-03-31T00:00:00
PL,lubuskie,42.0,0,2020-03-31T00:00:00
PL,świętokrzyskie,49.0,1,2020-03-31T00:00:00
PL,pomorskie,54.0,0,2020-03-31T00:00:00
PL,warmińsko-mazurskie,58.0,0,2020-03-31T00:00:00
PL,zachodniopomorskie,69.0,1,2020-03-31T00:00:00
PL,opolskie,70.0,0,2020-03-31T00:00:00
PL,kujawsko-pomorskie,76.0,0,2020-03-31T00:00:00
PL,podkarpackie,95.0,3,2020-03-31T00:00:00
PL,lubelskie,132.0,4,2020-03-31T00:00:00
PL,wielkopolskie,148.0,3,2020-03-31T00:00:00
PL,małopolskie,192.0,1,2020-03-31T00:00:00
PL,łódzkie,208.0,0,2020-03-31T00:00:00
PL,śląskie,264.0,8,2020-03-31T00:00:00
PL,dolnośląskie,274.0,4,2020-03-31T00:00:00
PL,mazowieckie,544.0,8,2020-03-31T00:00:00
PL,lubuskie,47.0,0,2020-04-01T00:00:00
PL,podlaskie,47.0,0,2020-04-01T00:00:00
PL,świętokrzyskie,55.0,1,2020-04-01T00:00:00
PL,pomorskie,60.0,0,2020-04-01T00:00:00
PL,warmińsko-mazurskie,61.0,0,2020-04-01T00:00:00
PL,opolskie,75.0,0,2020-04-01T00:00:00
PL,zachodniopomorskie,79.0,1,2020-04-01T00:00:00
PL,kujawsko-pomorskie,84.0,0,2020-04-01T00:00:00
PL,podkarpackie,104.0,3,2020-04-01T00:00:00
PL,lubelskie,133.0,5,2020-04-01T00:00:00
PL,wielkopolskie,169.0,6,2020-04-01T00:00:00
PL,małopolskie,209.0,1,2020-04-01T00:00:00
PL,łódzkie,221.0,1,2020-04-01T00:00:00
PL,śląskie,272.0,10,2020-04-01T00:00:00
PL,dolnośląskie,326.0,4,2020-04-01T00:00:00
PL,mazowieckie,612.0,11,2020-04-01T00:00:00
PL,lubuskie,49.0,0,2020-04-02T00:00:00
PL,podlaskie,59.0,0,2020-04-02T00:00:00
PL,świętokrzyskie,62.0,1,2020-04-02T00:00:00
PL,warmińsko-mazurskie,67.0,0,2020-04-02T00:00:00
PL,pomorskie,70.0,0,2020-04-02T00:00:00
PL,opolskie,78.0,1,2020-04-02T00:00:00
PL,zachodniopomorskie,89.0,2,2020-04-02T00:00:00
PL,podkarpackie,111.0,4,2020-04-02T00:00:00
PL,lubelskie,150.0,5,2020-04-02T00:00:00
PL,kujawsko-pomorskie,157.0,0,2020-04-02T00:00:00
PL,wielkopolskie,195.0,8,2020-04-02T00:00:00
PL,małopolskie,230.0,4,2020-04-02T00:00:00
PL,łódzkie,236.0,1,2020-04-02T00:00:00
PL,śląskie,301.0,11,2020-04-02T00:00:00
PL,dolnośląskie,338.0,6,2020-04-02T00:00:00
PL,mazowieckie,754.0,14,2020-04-02T00:00:00
PL,lubuskie,51.0,0,2020-04-03T00:00:00
PL,podlaskie,74.0,0,2020-04-03T00:00:00
PL,warmińsko-mazurskie,75.0,0,2020-04-03T00:00:00
PL,opolskie,79.0,1,2020-04-03T00:00:00
PL,świętokrzyskie,79.0,1,2020-04-03T00:00:00
PL,pomorskie,82.0,0,2020-04-03T00:00:00
PL,zachodniopomorskie,89.0,2,2020-04-03T00:00:00
PL,podkarpackie,125.0,4,2020-04-03T00:00:00
PL,lubelskie,157.0,6,2020-04-03T00:00:00
PL,kujawsko-pomorskie,199.0,1,2020-04-03T00:00:00
PL,wielkopolskie,213.0,12,2020-04-03T00:00:00
PL,łódzkie,248.0,3,2020-04-03T00:00:00
PL,małopolskie,262.0,5,2020-04-03T00:00:00
PL,dolnośląskie,400.0,6,2020-04-03T00:00:00
PL,śląskie,431.0,16,2020-04-03T00:00:00
PL,mazowieckie,819.0,14,2020-04-03T00:00:00
PL,lubuskie,56.0,0,2020-04-04T00:00:00
PL,warmińsko-mazurskie,78.0,1,2020-04-04T00:00:00
PL,świętokrzyskie,81.0,1,2020-04-04T00:00:00
PL,podlaskie,82.0,0,2020-04-04T00:00:00
PL,opolskie,90.0,1,2020-04-04T00:00:00
PL,zachodniopomorskie,100.0,2,2020-04-04T00:00:00
PL,pomorskie,104.0,0,2020-04-04T00:00:00
PL,podkarpackie,136.0,4,2020-04-04T00:00:00
PL,lubelskie,165.0,6,2020-04-04T00:00:00
PL,kujawsko-pomorskie,224.0,1,2020-04-04T00:00:00
PL,wielkopolskie,233.0,13,2020-04-04T00:00:00
PL,łódzkie,259.0,3,2020-04-04T00:00:00
PL,małopolskie,308.0,5,2020-04-04T00:00:00
PL,dolnośląskie,407.0,6,2020-04-04T00:00:00
PL,śląskie,496.0,22,2020-04-04T00:00:00
PL,mazowieckie,808.0,14,2020-04-04T00:00:00
PL,lubuskie,59.0,0,2020-04-05T00:00:00
PL,warmińsko-mazurskie,80.0,1,2020-04-05T00:00:00
PL,podlaskie,91.0,1,2020-04-05T00:00:00
PL,świętokrzyskie,93.0,1,2020-04-05T00:00:00
PL,opolskie,94.0,1,2020-04-05T00:00:00
PL,zachodniopomorskie,106.0,2,2020-04-05T00:00:00
PL,pomorskie,117.0,0,2020-04-05T00:00:00
PL,podkarpackie,149.0,5,2020-04-05T00:00:00
PL,lubelskie,174.0,6,2020-04-05T00:00:00
PL,kujawsko-pomorskie,241.0,1,2020-04-05T00:00:00
PL,wielkopolskie,273.0,14,2020-04-05T00:00:00
PL,łódzkie,326.0,3,2020-04-05T00:00:00
PL,małopolskie,327.0,7,2020-04-05T00:00:00
PL,dolnośląskie,468.0,10,2020-04-05T00:00:00
PL,śląskie,537.0,22,2020-04-05T00:00:00
PL,mazowieckie,967.0,20,2020-04-05T00:00:00
PL,lubuskie,62.0,0,2020-04-06T00:00:00
PL,warmińsko-mazurskie,83.0,1,2020-04-06T00:00:00
PL,opolskie,101.0,2,2020-04-06T00:00:00
PL,świętokrzyskie,103.0,1,2020-04-06T00:00:00
PL,podlaskie,109.0,1,2020-04-06T00:00:00
PL,zachodniopomorskie,117.0,2,2020-04-06T00:00:00
PL,pomorskie,125.0,0,2020-04-06T00:00:00
PL,podkarpackie,156.0,6,2020-04-06T00:00:00
PL,lubelskie,181.0,7,2020-04-06T00:00:00
PL,kujawsko-pomorskie,245.0,1,2020-04-06T00:00:00
PL,wielkopolskie,327.0,15,2020-04-06T00:00:00
PL,łódzkie,340.0,3,2020-04-06T00:00:00
PL,małopolskie,349.0,7,2020-04-06T00:00:00
PL,dolnośląskie,488.0,13,2020-04-06T00:00:00
PL,śląskie,562.0,25,2020-04-06T00:00:00
PL,mazowieckie,1065.0,23,2020-04-06T00:00:00
PL,lubuskie,62.0,0,2020-04-07T00:00:00
PL,warmińsko-mazurskie,87.0,1,2020-04-07T00:00:00
PL,opolskie,107.0,3,2020-04-07T00:00:00
PL,świętokrzyskie,120.0,1,2020-04-07T00:00:00
PL,podlaskie,127.0,1,2020-04-07T00:00:00
PL,zachodniopomorskie,133.0,2,2020-04-07T00:00:00
PL,pomorskie,135.0,0,2020-04-07T00:00:00
PL,podkarpackie,168.0,7,2020-04-07T00:00:00
PL,lubelskie,192.0,7,2020-04-07T00:00:00
PL,kujawsko-pomorskie,264.0,1,2020-04-07T00:00:00
PL,wielkopolskie,349.0,22,2020-04-07T00:00:00
PL,łódzkie,358.0,5,2020-04-07T00:00:00
PL,małopolskie,371.0,8,2020-04-07T00:00:00
PL,dolnośląskie,527.0,14,2020-04-07T00:00:00
PL,śląskie,601.0,32,2020-04-07T00:00:00
PL,mazowieckie,1247.0,25,2020-04-07T00:00:00
PL,lubuskie,66.0,0,2020-04-08T00:00:00
PL,warmińsko-mazurskie,92.0,1,2020-04-08T00:00:00
PL,opolskie,116.0,5,2020-04-08T00:00:00
PL,świętokrzyskie,127.0,2,2020-04-08T00:00:00
PL,pomorskie,143.0,1,2020-04-08T00:00:00
PL,podlaskie,149.0,2,2020-04-08T00:00:00
PL,zachodniopomorskie,165.0,2,2020-04-08T00:00:00
PL,podkarpackie,182.0,7,2020-04-08T00:00:00
PL,lubelskie,199.0,9,2020-04-08T00:00:00
PL,kujawsko-pomorskie,277.0,5,2020-04-08T00:00:00
PL,wielkopolskie,394.0,23,2020-04-08T00:00:00
PL,małopolskie,398.0,9,2020-04-08T00:00:00
PL,łódzkie,400.0,5,2020-04-08T00:00:00
PL,dolnośląskie,539.0,15,2020-04-08T00:00:00
PL,śląskie,644.0,36,2020-04-08T00:00:00
PL,mazowieckie,1314.0,37,2020-04-08T00:00:00
PL,lubuskie,69.0,0,2020-04-09T00:00:00
PL,warmińsko-mazurskie,95.0,1,2020-04-09T00:00:00
PL,opolskie,125.0,6,2020-04-09T00:00:00
PL,świętokrzyskie,129.0,2,2020-04-09T00:00:00
PL,pomorskie,153.0,1,2020-04-09T00:00:00
PL,podlaskie,168.0,2,2020-04-09T00:00:00
PL,zachodniopomorskie,174.0,2,2020-04-09T00:00:00
PL,podkarpackie,196.0,10,2020-04-09T00:00:00
PL,lubelskie,204.0,8,2020-04-09T00:00:00
PL,kujawsko-pomorskie,280.0,6,2020-04-09T00:00:00
PL,wielkopolskie,431.0,24,2020-04-09T00:00:00
PL,łódzkie,432.0,7,2020-04-09T00:00:00
PL,małopolskie,432.0,8,2020-04-09T00:00:00
PL,dolnośląskie,568.0,18,2020-04-09T00:00:00
PL,śląskie,695.0,38,2020-04-09T00:00:00
PL,mazowieckie,1424.0,41,2020-04-09T00:00:00
PL,lubuskie,74.0,0,2020-04-10T00:00:00
PL,warmińsko-mazurskie,110.0,1,2020-04-10T00:00:00
PL,opolskie,130.0,6,2020-04-10T00:00:00
PL,świętokrzyskie,130.0,2,2020-04-10T00:00:00
PL,pomorskie,157.0,1,2020-04-10T00:00:00
PL,zachodniopomorskie,184.0,2,2020-04-10T00:00:00
PL,podlaskie,189.0,2,2020-04-10T00:00:00
PL,podkarpackie,211.0,10,2020-04-10T00:00:00
PL,lubelskie,221.0,9,2020-04-10T00:00:00
PL,kujawsko-pomorskie,290.0,7,2020-04-10T00:00:00
PL,małopolskie,452.0,9,2020-04-10T00:00:00
PL,łódzkie,463.0,7,2020-04-10T00:00:00
PL,wielkopolskie,477.0,26,2020-04-10T00:00:00
PL,dolnośląskie,637.0,20,2020-04-10T00:00:00
PL,śląskie,729.0,38,2020-04-10T00:00:00
PL,mazowieckie,1501.0,41,2020-04-10T00:00:00
PL,lubuskie,76.0,0,2020-04-11T00:00:00
PL,warmińsko-mazurskie,111.0,1,2020-04-11T00:00:00
PL,świętokrzyskie,136.0,2,2020-04-11T00:00:00
PL,opolskie,143.0,6,2020-04-11T00:00:00
PL,pomorskie,163.0,1,2020-04-11T00:00:00
PL,zachodniopomorskie,191.0,2,2020-04-11T00:00:00
PL,podlaskie,195.0,2,2020-04-11T00:00:00
PL,podkarpackie,220.0,11,2020-04-11T00:00:00
PL,lubelskie,225.0,10,2020-04-11T00:00:00
PL,kujawsko-pomorskie,313.0,7,2020-04-11T00:00:00
PL,małopolskie,486.0,10,2020-04-11T00:00:00
PL,łódzkie,492.0,7,2020-04-11T00:00:00
PL,wielkopolskie,535.0,31,2020-04-11T00:00:00
PL,dolnośląskie,660.0,22,2020-04-11T00:00:00
PL,śląskie,781.0,43,2020-04-11T00:00:00
PL,mazowieckie,1629.0,53,2020-04-11T00:00:00
PL,lubuskie,78.0,0,2020-04-12T00:00:00
PL,warmińsko-mazurskie,122.0,1,2020-04-12T00:00:00
PL,świętokrzyskie,141.0,2,2020-04-12T00:00:00
PL,opolskie,151.0,7,2020-04-12T00:00:00
PL,pomorskie,171.0,1,2020-04-12T00:00:00
PL,zachodniopomorskie,193.0,2,2020-04-12T00:00:00
PL,podkarpackie,221.0,11,2020-04-12T00:00:00
PL,podlaskie,222.0,2,2020-04-12T00:00:00
PL,lubelskie,234.0,10,2020-04-12T00:00:00
PL,kujawsko-pomorskie,336.0,7,2020-04-12T00:00:00
PL,małopolskie,505.0,11,2020-04-12T00:00:00
PL,łódzkie,529.0,7,2020-04-12T00:00:00
PL,wielkopolskie,564.0,35,2020-04-12T00:00:00
PL,dolnośląskie,697.0,23,2020-04-12T00:00:00
PL,śląskie,846.0,44,2020-04-12T00:00:00
PL,mazowieckie,1664.0,69,2020-04-12T00:00:00
PL,lubuskie,78.0,0,2020-04-13T00:00:00
PL,warmińsko-mazurskie,122.0,1,2020-04-13T00:00:00
PL,świętokrzyskie,141.0,2,2020-04-13T00:00:00
PL,opolskie,171.0,7,2020-04-13T00:00:00
PL,pomorskie,175.0,1,2020-04-13T00:00:00
PL,zachodniopomorskie,203.0,2,2020-04-13T00:00:00
PL,podkarpackie,225.0,13,2020-04-13T00:00:00
PL,podlaskie,238.0,2,2020-04-13T00:00:00
PL,lubelskie,240.0,10,2020-04-13T00:00:00
PL,kujawsko-pomorskie,345.0,7,2020-04-13T00:00:00
PL,małopolskie,519.0,12,2020-04-13T00:00:00
PL,łódzkie,551.0,7,2020-04-13T00:00:00
PL,wielkopolskie,650.0,40,2020-04-13T00:00:00
PL,dolnośląskie,709.0,24,2020-04-13T00:00:00
PL,śląskie,879.0,47,2020-04-13T00:00:00
PL,mazowieckie,1688.0,70,2020-04-13T00:00:00
PL,lubuskie,79.0,0,2020-04-14T00:00:00
PL,warmińsko-mazurskie,122.0,1,2020-04-14T00:00:00
PL,świętokrzyskie,154.0,2,2020-04-14T00:00:00
PL,pomorskie,175.0,1,2020-04-14T00:00:00
PL,opolskie,206.0,7,2020-04-14T00:00:00
PL,zachodniopomorskie,211.0,2,2020-04-14T00:00:00
PL,podkarpackie,234.0,13,2020-04-14T00:00:00
PL,lubelskie,245.0,10,2020-04-14T00:00:00
PL,podlaskie,256.0,2,2020-04-14T00:00:00
PL,kujawsko-pomorskie,352.0,9,2020-04-14T00:00:00
PL,małopolskie,537.0,13,2020-04-14T00:00:00
PL,łódzkie,567.0,8,2020-04-14T00:00:00
PL,wielkopolskie,683.0,43,2020-04-14T00:00:00
PL,dolnośląskie,723.0,25,2020-04-14T00:00:00
PL,śląskie,943.0,52,2020-04-14T00:00:00
PL,mazowieckie,1715.0,75,2020-04-14T00:00:00
PL,lubuskie,79.0,0,2020-04-15T00:00:00
PL,warmińsko-mazurskie,125.0,1,2020-04-15T00:00:00
PL,świętokrzyskie,170.0,2,2020-04-15T00:00:00
PL,pomorskie,179.0,1,2020-04-15T00:00:00
PL,zachodniopomorskie,217.0,2,2020-04-15T00:00:00
PL,opolskie,219.0,9,2020-04-15T00:00:00
PL,podkarpackie,243.0,14,2020-04-15T00:00:00
PL,podlaskie,259.0,2,2020-04-15T00:00:00
PL,lubelskie,270.0,10,2020-04-15T00:00:00
PL,kujawsko-pomorskie,359.0,12,2020-04-15T00:00:00
PL,małopolskie,561.0,15,2020-04-15T00:00:00
PL,łódzkie,572.0,9,2020-04-15T00:00:00
PL,dolnośląskie,764.0,25,2020-04-15T00:00:00
PL,wielkopolskie,785.0,43,2020-04-15T00:00:00
PL,śląskie,988.0,58,2020-04-15T00:00:00
PL,mazowieckie,1792.0,83,2020-04-15T00:00:00
PL,lubuskie,81.0,0,2020-04-16T00:00:00
PL,warmińsko-mazurskie,129.0,1,2020-04-16T00:00:00
PL,świętokrzyskie,175.0,3,2020-04-16T00:00:00
PL,pomorskie,181.0,2,2020-04-16T00:00:00
PL,zachodniopomorskie,223.0,2,2020-04-16T00:00:00
PL,opolskie,230.0,10,2020-04-16T00:00:00
PL,podkarpackie,246.0,15,2020-04-16T00:00:00
PL,podlaskie,278.0,3,2020-04-16T00:00:00
PL,lubelskie,279.0,10,2020-04-16T00:00:00
