"DATE","REGION","AGEGROUP","SEX","DEATHS"
"2020-03-24","Flanders","85+","F",9
"2020-03-24","Brussels","45-64","M",1
"2020-03-24","Brussels","65-74","F",1
"2020-03-24","Brussels","75-84","M",2
"2020-03-24","Brussels","75-84","F",1
"2020-03-24","Brussels","85+","M",2
"2020-03-24","Brussels","85+","F",3
"2020-03-24","Wallonia","45-64","F",1
"2020-03-24","Wallonia","65-74","M",11
"2020-03-24","Wallonia","65-74","F",1
"2020-03-24","Wallonia","75-84","M",5
"2020-03-24","Wallonia","75-84","F",4
"2020-03-24","Wallonia","85+","M",7
"2020-03-24","Wallonia","85+","F",5
"2020-03-25","Flanders","45-64","M",2
"2020-03-25","Flanders","45-64","F",2
"2020-03-25","Flanders","65-74","M",6
"2020-03-25","Flanders","75-84","M",9
"2020-03-25","Flanders","75-84","F",7
"2020-03-25","Flanders","85+","M",16
"2020-03-25","Flanders","85+","F",11
"2020-03-25","Brussels","45-64","M",1
"2020-03-25","Brussels","65-74","M",2
"2020-03-25","Brussels","65-74","F",2
"2020-03-25","Brussels","75-84","M",2
"2020-03-25","Brussels","75-84","F",2
"2020-03-25","Brussels","85+","M",2
"2020-03-25","Brussels","85+","F",5
"2020-03-25","Wallonia","25-44","F",1
"2020-03-25","Wallonia","45-64","M",2
"2020-03-25","Wallonia","45-64","F",1
"2020-03-25","Wallonia","65-74","M",7
"2020-03-25","Wallonia","65-74","F",1
"2020-03-25","Wallonia","75-84","M",5
"2020-03-25","Wallonia","75-84","F",8
"2020-03-25","Wallonia","85+","M",8
"2020-03-25","Wallonia","85+","F",5
"2020-03-26","Flanders","25-44","F",1
"2020-03-26","Flanders","65-74","M",3
"2020-03-26","Flanders","65-74","F",1
"2020-03-26","Flanders","75-84","M",9
"2020-03-26","Flanders","75-84","F",3
"2020-03-26","Flanders","85+","M",13
"2020-03-26","Flanders","85+","F",6
"2020-03-26","Brussels","45-64","M",4
"2020-03-26","Brussels","65-74","M",2
"2020-03-26","Brussels","75-84","M",5
"2020-03-26","Brussels","75-84","F",2
"2020-03-26","Brussels","85+","M",3
"2020-03-26","Brussels","85+","F",3
"2020-03-26","Wallonia","45-64","F",1
"2020-03-26","Wallonia","65-74","M",4
"2020-03-26","Wallonia","65-74","F",3
"2020-03-26","Wallonia","75-84","M",7
"2020-03-26","Wallonia","75-84","F",8
"2020-03-26","Wallonia","85+","M",10
"2020-03-26","Wallonia","85+","F",14
"2020-03-27","Flanders","45-64","M",3
"2020-03-27","Flanders","65-74","M",8
"2020-03-27","Flanders","75-84","M",12
"2020-03-27","Flanders","75-84","F",14
"2020-03-27","Flanders","85+","M",18
"2020-03-27","Flanders","85+","F",21
"2020-03-27","Brussels","65-74","M",3
"2020-03-27","Brussels","65-74","F",3
"2020-03-27","Brussels","75-84","M",3
"2020-03-27","Brussels","85+","M",2
"2020-03-27","Brussels","85+","F",5
"2020-03-27","Wallonia","45-64","M",4
"2020-03-27","Wallonia","45-64","F",2
"2020-03-27","Wallonia","65-74","M",2
"2020-03-27","Wallonia","65-74","F",1
"2020-03-27","Wallonia","75-84","M",5
"2020-03-27","Wallonia","75-84","F",4
"2020-03-27","Wallonia","85+","M",4
"2020-03-27","Wallonia","85+","F",14
"2020-03-28","Flanders","45-64","M",5
"2020-03-28","Flanders","65-74","M",7
"2020-03-28","Flanders","65-74","F",1
"2020-03-28","Flanders","75-84","M",12
"2020-03-28","Flanders","75-84","F",19
"2020-03-28","Flanders","85+","M",13
"2020-03-28","Flanders","85+","F",15
"2020-03-28","Brussels","65-74","M",2
"2020-03-28","Brussels","65-74","F",2
"2020-03-28","Brussels","75-84","M",2
"2020-03-28","Brussels","75-84","F",8
"2020-03-28","Brussels","85+","M",4
"2020-03-28","Brussels","85+","F",8
"2020-03-28","Wallonia","45-64","M",1
"2020-03-28","Wallonia","65-74","M",4
"2020-03-28","Wallonia","65-74","F",1
"2020-03-28","Wallonia","75-84","M",8
"2020-03-28","Wallonia","75-84","F",4
"2020-03-28","Wallonia","85+","M",12
"2020-03-28","Wallonia","85+","F",13
"2020-03-29","Flanders","65-74","M",8
"2020-03-29","Flanders","65-74","F",5
"2020-03-29","Flanders","75-84","M",19
"2020-03-29","Flanders","75-84","F",3
"2020-03-29","Flanders","85+","M",14
"2020-03-29","Flanders","85+","F",17
"2020-03-29","Brussels","25-44","F",1
"2020-03-29","Brussels","65-74","M",1
"2020-03-29","Brussels","65-74","F",2
"2020-03-29","Brussels","75-84","M",4
"2020-03-29","Brussels","75-84","F",7
"2020-03-29","Brussels","85+","M",4
"2020-03-29","Brussels","85+","F",5
"2020-03-29","Wallonia","45-64","M",1
"2020-03-29","Wallonia","45-64","F",1
"2020-03-29","Wallonia","65-74","M",4
"2020-03-29","Wallonia","65-74","F",5
"2020-03-29","Wallonia","75-84","M",15
"2020-03-29","Wallonia","75-84","F",7
"2020-03-29","Wallonia","85+","M",6
"2020-03-29","Wallonia","85+","F",20
"2020-03-30","Flanders","0-24","F",1
"2020-03-30","Flanders","45-64","M",1
"2020-03-30","Flanders","45-64","F",2
"2020-03-30","Flanders","65-74","M",2
"2020-03-30","Flanders","65-74","F",1
"2020-03-30","Flanders","75-84","M",14
"2020-03-30","Flanders","75-84","F",12
"2020-03-30","Flanders","85+","M",15
"2020-03-30","Flanders","85+","F",31
"2020-03-30","Brussels","45-64","F",1
"2020-03-30","Brussels","65-74","M",2
"2020-03-30","Brussels","65-74","F",2
"2020-03-30","Brussels","75-84","M",7
"2020-03-30","Brussels","75-84","F",4
"2020-03-30","Brussels","85+","M",9
"2020-03-30","Brussels","85+","F",5
"2020-03-30","Wallonia","45-64","M",5
"2020-03-30","Wallonia","45-64","F",3
"2020-03-30","Wallonia","65-74","M",2
"2020-03-30","Wallonia","65-74","F",1
"2020-03-30","Wallonia","75-84","M",9
"2020-03-30","Wallonia","75-84","F",9
"2020-03-30","Wallonia","85+","M",17
"2020-03-30","Wallonia","85+","F",15
"2020-03-31","Flanders","45-64","M",4
"2020-03-31","Flanders","65-74","M",8
"2020-03-31","Flanders","65-74","F",5
"2020-03-31","Flanders","75-84","M",24
"2020-03-31","Flanders","75-84","F",16
"2020-03-31","Flanders","85+","M",15
"2020-03-31","Flanders","85+","F",33
"2020-03-31","Flanders",NA,"M",1
"2020-03-31","Brussels","45-64","M",2
"2020-03-31","Brussels","45-64","F",2
"2020-03-31","Brussels","65-74","M",3
"2020-03-31","Brussels","65-74","F",2
"2020-03-31","Brussels","75-84","M",7
"2020-03-31","Brussels","75-84","F",2
"2020-03-31","Brussels","85+","M",6
"2020-03-31","Brussels","85+","F",8
"2020-03-31","Wallonia","25-44","M",1
"2020-03-31","Wallonia","45-64","M",1
"2020-03-31","Wallonia","45-64","F",3
"2020-03-31","Wallonia","65-74","M",5
"2020-03-31","Wallonia","65-74","F",1
"2020-03-31","Wallonia","75-84","M",8
"2020-03-31","Wallonia","75-84","F",12
"2020-03-31","Wallonia","85+","M",14
"2020-03-31","Wallonia","85+","F",25
"2020-04-01","Flanders","25-44","M",1
"2020-04-01","Flanders","45-64","M",4
"2020-04-01","Flanders","45-64","F",2
"2020-04-01","Flanders","65-74","M",4
"2020-04-01","Flanders","65-74","F",3
"2020-04-01","Flanders","75-84","M",24
"2020-04-01","Flanders","75-84","F",16
"2020-04-01","Flanders","85+","M",39
"2020-04-01","Flanders","85+","F",31
"2020-04-01","Brussels","45-64","M",1
"2020-04-01","Brussels","45-64","F",2
"2020-04-01","Brussels","65-74","M",4
"2020-04-01","Brussels","65-74","F",1
"2020-04-01","Brussels","75-84","M",4
"2020-04-01","Brussels","75-84","F",4
"2020-04-01","Brussels","85+","M",6
"2020-04-01","Brussels","85+","F",10
"2020-04-01","Wallonia","45-64","M",5
"2020-04-01","Wallonia","45-64","F",1
"2020-04-01","Wallonia","65-74","M",4
"2020-04-01","Wallonia","65-74","F",5
"2020-04-01","Wallonia","75-84","M",9
"2020-04-01","Wallonia","75-84","F",17
"2020-04-01","Wallonia","85+","M",16
"2020-04-01","Wallonia","85+","F",20
"2020-04-02","Flanders","45-64","M",2
"2020-04-02","Flanders","45-64","F",2
"2020-04-02","Flanders","65-74","M",11
"2020-04-02","Flanders","65-74","F",3
"2020-04-02","Flanders","75-84","M",16
"2020-04-02","Flanders","75-84","F",9
"2020-04-02","Flanders","85+","M",28
"2020-04-02","Flanders","85+","F",35
"2020-04-02","Brussels","45-64","M",3
"2020-04-02","Brussels","45-64","F",1
"2020-04-02","Brussels","65-74","M",1
"2020-04-02","Brussels","65-74","F",2
"2020-04-02","Brussels","75-84","M",6
"2020-04-02","Brussels","75-84","F",8
"2020-04-02","Brussels","85+","M",9
"2020-04-02","Brussels","85+","F",10
"2020-04-02","Wallonia","45-64","M",3
"2020-04-02","Wallonia","45-64","F",2
"2020-04-02","Wallonia","65-74","M",14
"2020-04-02","Wallonia","65-74","F",9
"2020-04-02","Wallonia","75-84","M",5
"2020-04-02","Wallonia","75-84","F",13
"2020-04-02","Wallonia","85+","M",15
"2020-04-02","Wallonia","85+","F",12
"2020-04-03","Flanders","45-64","M",2
"2020-04-03","Flanders","65-74","M",7
"2020-04-03","Flanders","65-74","F",5
"2020-04-03","Flanders","75-84","M",24
"2020-04-03","Flanders","75-84","F",10
"2020-04-03","Flanders","85+","M",31
"2020-04-03","Flanders","85+","F",37
"2020-04-03","Brussels","45-64","M",2
"2020-04-03","Brussels","45-64","F",2
"2020-04-03","Brussels","65-74","M",3
"2020-04-03","Brussels","65-74","F",1
"2020-04-03","Brussels","75-84","M",6
"2020-04-03","Brussels","75-84","F",3
"2020-04-03","Brussels","85+","M",5
"2020-04-03","Brussels","85+","F",8
"2020-04-03","Wallonia","45-64","M",5
"2020-04-03","Wallonia","65-74","M",7
"2020-04-03","Wallonia","65-74","F",4
"2020-04-03","Wallonia","75-84","M",19
"2020-04-03","Wallonia","75-84","F",11
"2020-04-03","Wallonia","85+","M",20
"2020-04-03","Wallonia","85+","F",24
"2020-04-04","Flanders","45-64","M",2
"2020-04-04","Flanders","45-64","F",3
"2020-04-04","Flanders","65-74","M",4
"2020-04-04","Flanders","65-74","F",2
"2020-04-04","Flanders","75-84","M",24
"2020-04-04","Flanders","75-84","F",14
"2020-04-04","Flanders","85+","M",31
"2020-04-04","Flanders","85+","F",44
"2020-04-04","Flanders",NA,NA,4
"2020-04-04","Brussels","45-64","M",2
"2020-04-04","Brussels","65-74","M",2
"2020-04-04","Brussels","65-74","F",3
"2020-04-04","Brussels","75-84","M",13
"2020-04-04","Brussels","75-84","F",6
"2020-04-04","Brussels","85+","M",12
"2020-04-04","Brussels","85+","F",17
"2020-04-04","Brussels","85+",NA,2
"2020-04-04","Wallonia","25-44","M",1
"2020-04-04","Wallonia","45-64","M",5
"2020-04-04","Wallonia","65-74","M",5
"2020-04-04","Wallonia","65-74","F",6
"2020-04-04","Wallonia","75-84","M",17
"2020-04-04","Wallonia","75-84","F",18
"2020-04-04","Wallonia","85+","M",13
"2020-04-04","Wallonia","85+","F",21
"2020-04-05","Flanders","25-44","F",1
"2020-04-05","Flanders","45-64","M",2
"2020-04-05","Flanders","65-74","M",11
"2020-04-05","Flanders","65-74","F",6
"2020-04-05","Flanders","75-84","M",15
"2020-04-05","Flanders","75-84","F",16
"2020-04-05","Flanders","85+","M",36
"2020-04-05","Flanders","85+","F",37
"2020-04-05","Brussels","25-44","M",2
"2020-04-05","Brussels","45-64","M",3
"2020-04-05","Brussels","45-64","F",1
"2020-04-05","Brussels","65-74","M",2
"2020-04-05","Brussels","65-74","F",2
"2020-04-05","Brussels","75-84","M",9
"2020-04-05","Brussels","75-84","F",5
"2020-04-05","Brussels","85+","M",2
"2020-04-05","Brussels","85+","F",12
"2020-04-05","Wallonia","45-64","M",4
"2020-04-05","Wallonia","65-74","M",11
"2020-04-05","Wallonia","65-74","F",5
"2020-04-05","Wallonia","75-84","M",13
"2020-04-05","Wallonia","75-84","F",9
"2020-04-05","Wallonia","85+","M",18
"2020-04-05","Wallonia","85+","F",25
"2020-04-06","Flanders","25-44","M",1
"2020-04-06","Flanders","45-64","M",2
"2020-04-06","Flanders","45-64","F",2
"2020-04-06","Flanders","65-74","M",10
"2020-04-06","Flanders","65-74","F",3
"2020-04-06","Flanders","75-84","M",16
"2020-04-06","Flanders","75-84","F",18
"2020-04-06","Flanders","85+","M",32
"2020-04-06","Flanders","85+","F",42
"2020-04-06","Brussels","45-64","M",3
"2020-04-06","Brussels","45-64","F",2
"2020-04-06","Brussels","65-74","M",4
"2020-04-06","Brussels","65-74","F",2
"2020-04-06","Brussels","75-84","M",10
"2020-04-06","Brussels","75-84","F",7
"2020-04-06","Brussels","85+","M",9
"2020-04-06","Brussels","85+","F",10
"2020-04-06","Wallonia","45-64","M",1
"2020-04-06","Wallonia","45-64","F",1
"2020-04-06","Wallonia","65-74","M",6
"2020-04-06","Wallonia","65-74","F",4
"2020-04-06","Wallonia","75-84","M",12
"2020-04-06","Wallonia","75-84","F",9
"2020-04-06","Wallonia","85+","M",20
"2020-04-06","Wallonia","85+","F",31
"2020-04-07","Flanders","45-64","M",1
"2020-04-07","Flanders","45-64","F",2
"2020-04-07","Flanders","65-74","M",6
"2020-04-07","Flanders","65-74","F",4
"2020-04-07","Flanders","75-84","M",17
"2020-04-07","Flanders","75-84","F",26
"2020-04-07","Flanders","85+","M",23
"2020-04-07","Flanders","85+","F",48
"2020-04-07","Brussels","45-64","M",3
"2020-04-07","Brussels","45-64","F",1
"2020-04-07","Brussels","65-74","M",4
"2020-04-07","Brussels","65-74","F",3
"2020-04-07","Brussels","75-84","M",11
"2020-04-07","Brussels","75-84","F",8
"2020-04-07","Brussels","85+","M",7
"2020-04-07","Brussels","85+","F",9
"2020-04-07","Wallonia","25-44","M",1
"2020-04-07","Wallonia","25-44","F",1
"2020-04-07","Wallonia","45-64","M",3
"2020-04-07","Wallonia","45-64","F",2
"2020-04-07","Wallonia","65-74","M",7
"2020-04-07","Wallonia","65-74","F",1
"2020-04-07","Wallonia","75-84","M",20
"2020-04-07","Wallonia","75-84","F",12
"2020-04-07","Wallonia","85+","M",20
"2020-04-07","Wallonia","85+","F",37
"2020-04-08","Flanders","25-44","M",1
"2020-04-08","Flanders","45-64","M",3
"2020-04-08","Flanders","45-64","F",2
"2020-04-08","Flanders","65-74","M",10
"2020-04-08","Flanders","65-74","F",7
"2020-04-08","Flanders","75-84","M",19
"2020-04-08","Flanders","75-84","F",25
"2020-04-08","Flanders","85+","M",34
"2020-04-08","Flanders","85+","F",54
"2020-04-08","Brussels","45-64","F",1
"2020-04-08","Brussels","65-74","M",2
"2020-04-08","Brussels","65-74","F",2
"2020-04-08","Brussels","75-84","M",12
"2020-04-08","Brussels","75-84","F",8
"2020-04-08","Brussels","85+","M",9
"2020-04-08","Brussels","85+","F",20
"2020-04-08","Wallonia","45-64","M",3
"2020-04-08","Wallonia","45-64","F",3
"2020-04-08","Wallonia","65-74","M",6
"2020-04-08","Wallonia","65-74","F",4
"2020-04-08","Wallonia","75-84","M",11
"2020-04-08","Wallonia","75-84","F",24
"2020-04-08","Wallonia","85+","M",25
"2020-04-08","Wallonia","85+","F",37
"2020-04-09","Flanders","25-44","F",1
"2020-04-09","Flanders","45-64","M",1
"2020-04-09","Flanders","45-64","F",1
"2020-04-09","Flanders","65-74","M",4
"2020-04-09","Flanders","65-74","F",4
"2020-04-09","Flanders","75-84","M",25
"2020-04-09","Flanders","75-84","F",14
"2020-04-09","Flanders","85+","M",26
"2020-04-09","Flanders","85+","F",48
"2020-04-09","Brussels","45-64","M",3
"2020-04-09","Brussels","45-64","F",2
"2020-04-09","Brussels","75-84","M",8
"2020-04-09","Brussels","75-84","F",5
"2020-04-09","Brussels","85+","M",7
"2020-04-09","Brussels","85+","F",16
"2020-04-09","Wallonia","45-64","M",3
"2020-04-09","Wallonia","45-64","F",2
"2020-04-09","Wallonia","65-74","M",12
"2020-04-09","Wallonia","65-74","F",6
"2020-04-09","Wallonia","75-84","M",15
"2020-04-09","Wallonia","75-84","F",14
"2020-04-09","Wallonia","85+","M",18
"2020-04-09","Wallonia","85+","F",37
"2020-04-10","Flanders","45-64","M",3
"2020-04-10","Flanders","45-64","F",3
"2020-04-10","Flanders","65-74","M",5
"2020-04-10","Flanders","65-74","F",4
"2020-04-10","Flanders","75-84","M",25
"2020-04-10","Flanders","75-84","F",20
"2020-04-10","Flanders","85+","M",33
"2020-04-10","Flanders","85+","F",49
"2020-04-10","Brussels","45-64","M",1
"2020-04-10","Brussels","65-74","M",2
"2020-04-10","Brussels","65-74","F",1
"2020-04-10","Brussels","75-84","M",14
"2020-04-10","Brussels","75-84","F",11
"2020-04-10","Brussels","85+","M",15
"2020-04-10","Brussels","85+","F",11
"2020-04-10","Wallonia","45-64","M",4
"2020-04-10","Wallonia","65-74","M",6
"2020-04-10","Wallonia","65-74","F",8
"2020-04-10","Wallonia","75-84","M",12
"2020-04-10","Wallonia","75-84","F",17
"2020-04-10","Wallonia","85+","M",21
"2020-04-10","Wallonia","85+","F",37
"2020-04-11","Flanders","45-64","M",2
"2020-04-11","Flanders","45-64","F",2
"2020-04-11","Flanders","65-74","M",4
"2020-04-11","Flanders","65-74","F",2
"2020-04-11","Flanders","75-84","M",20
"2020-04-11","Flanders","75-84","F",16
"2020-04-11","Flanders","85+","M",31
"2020-04-11","Flanders","85+","F",41
"2020-04-11","Flanders",NA,NA,2
"2020-04-11","Brussels","45-64","M",1
"2020-04-11","Brussels","65-74","M",2
"2020-04-11","Brussels","75-84","M",4
"2020-04-11","Brussels","75-84","F",6
"2020-04-11","Brussels","85+","M",9
"2020-04-11","Brussels","85+","F",11
"2020-04-11","Wallonia","45-64","M",6
"2020-04-11","Wallonia","45-64","F",5
"2020-04-11","Wallonia","65-74","M",8
"2020-04-11","Wallonia","65-74","F",11
"2020-04-11","Wallonia","75-84","M",16
"2020-04-11","Wallonia","75-84","F",13
"2020-04-11","Wallonia","85+","M",22
"2020-04-11","Wallonia","85+","F",50
"2020-04-12","Flanders","45-64","M",4
"2020-04-12","Flanders","45-64","F",2
"2020-04-12","Flanders","65-74","M",6
"2020-04-12","Flanders","65-74","F",1
"2020-04-12","Flanders","75-84","M",25
"2020-04-12","Flanders","75-84","F",15
"2020-04-12","Flanders","85+","M",36
"2020-04-12","Flanders","85+","F",34
"2020-04-12","Brussels","25-44","M",1
"2020-04-12","Brussels","45-64","M",3
"2020-04-12","Brussels","45-64","F",1
"2020-04-12","Brussels","65-74","M",7
"2020-04-12","Brussels","65-74","F",1
"2020-04-12","Brussels","75-84","M",7
"2020-04-12","Brussels","75-84","F",6
"2020-04-12","Brussels","85+","M",4
"2020-04-12","Brussels","85+","F",13
"2020-04-12","Wallonia","45-64","M",4
"2020-04-12","Wallonia","45-64","F",4
"2020-04-12","Wallonia","65-74","M",7
"2020-04-12","Wallonia","65-74","F",2
"2020-04-12","Wallonia","75-84","M",13
"2020-04-12","Wallonia","75-84","F",15
"2020-04-12","Wallonia","85+","M",20
"2020-04-12","Wallonia","85+","F",34
"2020-04-13","Flanders","45-64","M",7
"2020-04-13","Flanders","45-64","F",4
"2020-04-13","Flanders","65-74","M",6
"2020-04-13","Flanders","65-74","F",5
"2020-04-13","Flanders","75-84","M",20
"2020-04-13","Flanders","75-84","F",20
"2020-04-13","Flanders","85+","M",37
"2020-04-13","Flanders","85+","F",51
"2020-04-13","Brussels","25-44","M",1
"2020-04-13","Brussels","65-74","M",5
"2020-04-13","Brussels","65-74","F",1
"2020-04-13","Brussels","75-84","M",4
"2020-04-13","Brussels","75-84","F",5
"2020-04-13","Brussels","85+","M",7
"2020-04-13","Brussels","85+","F",12
"2020-04-13","Wallonia","45-64","M",4
"2020-04-13","Wallonia","45-64","F",2
"2020-04-13","Wallonia","65-74","M",8
"2020-04-13","Wallonia","65-74","F",1
"2020-04-13","Wallonia","75-84","M",14
"2020-04-13","Wallonia","75-84","F",19
"2020-04-13","Wallonia","85+","M",18
"2020-04-13","Wallonia","85+","F",26
"2020-04-14","Flanders","45-64","M",1
"2020-04-14","Flanders","45-64","F",1
"2020-04-14","Flanders","65-74","M",3
"2020-04-14","Flanders","65-74","F",8
"2020-04-14","Flanders","75-84","M",36
"2020-04-14","Flanders","75-84","F",19
"2020-04-14","Flanders","85+","M",26
"2020-04-14","Flanders","85+","F",41
"2020-04-14","Brussels","25-44","M",1
"2020-04-14","Brussels","45-64","M",1
"2020-04-14","Brussels","45-64","F",2
"2020-04-14","Brussels","65-74","M",1
"2020-04-14","Brussels","65-74","F",1
"2020-04-14","Brussels","75-84","M",5
"2020-04-14","Brussels","75-84","F",4
"2020-04-14","Brussels","85+","M",13
"2020-04-14","Brussels","85+","F",14
"2020-04-14","Wallonia","45-64","M",4
"2020-04-14","Wallonia","45-64","F",3
"2020-04-14","Wallonia","65-74","M",5
"2020-04-14","Wallonia","75-84","M",13
"2020-04-14","Wallonia","75-84","F",13
"2020-04-14","Wallonia","85+","M",13
"2020-04-14","Wallonia","85+","F",33
"2020-04-15","Flanders","45-64","F",2
"2020-04-15","Flanders","65-74","M",6
"2020-04-15","Flanders","65-74","F",8
"2020-04-15","Flanders","75-84","M",26
"2020-04-15","Flanders","75-84","F",14
"2020-04-15","Flanders","85+","M",42
"2020-04-15","Flanders","85+","F",43
"2020-04-15","Flanders",NA,NA,2
"2020-04-15","Brussels","45-64","M",3
"2020-04-15","Brussels","65-74","M",4
"2020-04-15","Brussels","65-74","F",4
"2020-04-15","Brussels","75-84","M",2
"2020-04-15","Brussels","75-84","F",1
"2020-04-15","Brussels","85+","M",12
"2020-04-15","Brussels","85+","F",22
"2020-04-15","Wallonia","45-64","M",10
"2020-04-15","Wallonia","65-74","M",4
"2020-04-15","Wallonia","65-74","F",5
"2020-04-15","Wallonia","75-84","M",11
"2020-04-15","Wallonia","75-84","F",11
"2020-04-15","Wallonia","85+","M",20
"2020-04-15","Wallonia","85+","F",28
"2020-04-16","Flanders","45-64","M",3
